Global absolute abundance estimations for all proteins identified in dataset 2 (see supplemental Figure 4 for dataset details)																																																																							
						Protein copies/cell																						Protein Mass (fg) / Cell																						Coefficient of Variance (%) Between Biological Triplicates																					
P0AES4	DNA gyrase subunit A OS=Escherichia coli (strain K12) GN=gyrA PE=1 SV=1	gyrA	38	2233.08	96885.40294	750	1873	1093	479	579	779	711	607	1157	848	734	636	401	388	506	855	671	712	726	405	637	896	1.21E-01	3.01E-01	1.76E-01	7.70E-02	9.32E-02	1.25E-01	1.14E-01	9.76E-02	1.86E-01	1.36E-01	1.18E-01	1.02E-01	6.45E-02	6.25E-02	8.14E-02	1.37E-01	1.08E-01	1.14E-01	1.17E-01	6.52E-02	1.02E-01	1.44E-01	17.74	5.30	16.02	11.10	10.94	13.42	16.76	32.88	12.50	8.74	6.96	7.94	6.24	14.16	22.81	20.69	4.08	1.76	18.68	13.70	8.79	10.24
P13029	Catalase-peroxidase OS=Escherichia coli (strain K12) GN=katG PE=1 SV=2	katG	38	2675.38	79956.11435	2199	2215	1900	2683	3221	5526	3180	3661	3298	4104	4575	5007	485	435	1541	3729	2122	2182	3900	3944	3254	2927	2.92E-01	2.94E-01	2.52E-01	3.56E-01	4.28E-01	7.34E-01	4.22E-01	4.86E-01	4.38E-01	5.45E-01	6.07E-01	6.65E-01	6.44E-02	5.77E-02	2.05E-01	4.95E-01	2.82E-01	2.90E-01	5.18E-01	5.24E-01	4.32E-01	3.89E-01	26.86	1.67	9.69	6.13	5.92	3.59	9.36	3.20	2.82	4.72	5.02	3.54	28.58	22.30	21.48	7.20	10.65	7.52	0.88	1.74	9.13	4.78
P04825	Aminopeptidase N OS=Escherichia coli (strain K12) GN=pepN PE=1 SV=2	pepN	37	2372.98	98838.72264	1296	2506	1944	1215	1442	1301	1418	1327	1358	1366	1287	1036	604	678	1056	1436	1364	1411	1429	978	1324	1472	2.13E-01	4.11E-01	3.19E-01	1.99E-01	2.37E-01	2.14E-01	2.33E-01	2.18E-01	2.23E-01	2.24E-01	2.11E-01	1.70E-01	9.91E-02	1.11E-01	1.73E-01	2.36E-01	2.24E-01	2.32E-01	2.34E-01	1.61E-01	2.17E-01	2.42E-01	8.79	0.82	4.48	3.09	6.90	1.94	3.27	8.36	1.55	1.72	3.46	0.86	6.86	9.40	18.05	6.43	2.75	2.93	8.99	7.20	6.18	5.20
P0A9G6	Isocitrate lyase OS=Escherichia coli (strain K12) GN=aceA PE=1 SV=1	aceA	36	2786.72	47473.57659	28173	15283	25688	242737	139131	87949	74908	48723	109529	184169	200923	218132	19208	18695	43571	60986	23676	28038	138987	195985	121542	33323	2.22E+00	1.20E+00	2.03E+00	1.91E+01	1.10E+01	6.93E+00	5.91E+00	3.84E+00	8.63E+00	1.45E+01	1.58E+01	1.72E+01	1.51E+00	1.47E+00	3.43E+00	4.81E+00	1.87E+00	2.21E+00	1.10E+01	1.54E+01	9.58E+00	2.63E+00	51.20	2.55	4.44	5.55	2.18	4.36	4.45	3.03	3.17	0.64	2.51	3.30	10.02	9.68	8.64	8.71	6.64	5.56	4.37	6.43	13.19	8.77
P0AD61	Pyruvate kinase I OS=Escherichia coli (strain K12) GN=pykF PE=1 SV=1	pykF	36	2143.91	50679.24536	8902	10333	9259	4455	4816	7011	7111	3406	7111	5143	4493	5255	6420	5873	5929	8994	9675	10167	6069	6137	4950	11825	7.49E-01	8.70E-01	7.79E-01	3.75E-01	4.05E-01	5.90E-01	5.98E-01	2.87E-01	5.98E-01	4.33E-01	3.78E-01	4.42E-01	5.40E-01	4.94E-01	4.99E-01	7.57E-01	8.14E-01	8.56E-01	5.11E-01	5.16E-01	4.17E-01	9.95E-01	2.76	4.93	2.24	6.57	5.93	10.38	2.69	6.29	4.46	5.79	2.68	5.53	2.96	6.56	14.70	10.75	3.26	6.58	8.02	1.13	11.96	1.66
P09546	Bifunctional protein putA OS=Escherichia coli (strain K12) GN=putA PE=1 SV=3	putA	36	2535.67	143707.3978	128	1513	873	117	123	172	134	120	169	151	108	95	106	113	156	113	178	165	114	77	114	136	3.06E-02	3.61E-01	2.08E-01	2.80E-02	2.94E-02	4.11E-02	3.21E-02	2.86E-02	4.03E-02	3.59E-02	2.57E-02	2.27E-02	2.54E-02	2.71E-02	3.72E-02	2.69E-02	4.26E-02	3.94E-02	2.71E-02	1.84E-02	2.72E-02	3.25E-02	58.63	14.40	20.57	19.74	1.48	37.84	10.90	23.41	6.11	3.13	32.98	21.31	14.91	35.86	13.89	16.77	4.38	9.54	10.38	15.99	2.59	8.51
P0AC33	Fumarate hydratase class I, aerobic OS=Escherichia coli (strain K12) GN=fumA PE=1 SV=2	fumA	36	2533.65	60242.56175	1352	6237	5154	4783	4156	2807	2523	3289	4712	3725	2337	1543	179	178	778	649	1220	2149	4336	2088	4416	2749	1.35E-01	6.24E-01	5.16E-01	4.78E-01	4.16E-01	2.81E-01	2.52E-01	3.29E-01	4.71E-01	3.73E-01	2.34E-01	1.54E-01	1.80E-02	1.78E-02	7.78E-02	6.49E-02	1.22E-01	2.15E-01	4.34E-01	2.09E-01	4.42E-01	2.75E-01	10.81	0.76	1.42	1.36	6.62	5.47	0.82	6.08	5.40	1.54	4.62	3.98	7.67	6.23	15.63	13.49	4.46	7.76	3.97	8.61	5.76	0.79
P0A6P1	Elongation factor Ts OS=Escherichia coli (strain K12) GN=tsf PE=1 SV=2	tsf	35	2366.23	30385.76806	19872	44439	36078	8017	12406	15725	15125	12702	10783	7679	6264	5277	11102	10314	21190	18115	21680	17206	11768	8289	12319	17724	1.00E+00	2.24E+00	1.82E+00	4.04E-01	6.26E-01	7.93E-01	7.63E-01	6.41E-01	5.44E-01	3.87E-01	3.16E-01	2.66E-01	5.60E-01	5.20E-01	1.07E+00	9.14E-01	1.09E+00	8.68E-01	5.94E-01	4.18E-01	6.22E-01	8.94E-01	14.03	0.65	2.92	3.67	8.08	9.24	2.13	6.13	4.30	3.80	1.90	2.96	3.26	2.59	8.14	4.82	4.30	5.64	3.92	4.38	7.58	1.46
P08839	Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) GN=ptsI PE=1 SV=1	ptsI	35	2206.55	63503.89517	10158	5193	4399	2651	3257	6470	4118	3075	6956	5090	4040	3375	3060	3538	5527	6983	6137	4769	5355	4457	3423	9261	1.07E+00	5.48E-01	4.64E-01	2.80E-01	3.43E-01	6.82E-01	4.34E-01	3.24E-01	7.33E-01	5.37E-01	4.26E-01	3.56E-01	3.23E-01	3.73E-01	5.83E-01	7.36E-01	6.47E-01	5.03E-01	5.65E-01	4.70E-01	3.61E-01	9.77E-01	7.28	3.95	2.76	8.34	4.36	5.65	1.59	2.74	2.57	2.76	2.96	4.77	4.29	2.03	12.82	6.20	2.33	3.71	3.28	3.00	10.80	1.87
P0A6Z3	Chaperone protein htpG OS=Escherichia coli (strain K12) GN=htpG PE=1 SV=1	htpG	35	1847.19	71360.33894	2096	8121	4816	1330	1939	1951	1973	1554	1942	1679	1341	1130	1892	1958	1864	7184	2620	2253	1985	1162	2106	2069	2.48E-01	9.62E-01	5.71E-01	1.58E-01	2.30E-01	2.31E-01	2.34E-01	1.84E-01	2.30E-01	1.99E-01	1.59E-01	1.34E-01	2.24E-01	2.32E-01	2.21E-01	8.51E-01	3.10E-01	2.67E-01	2.35E-01	1.38E-01	2.50E-01	2.45E-01	10.26	1.86	1.17	4.51	1.61	3.01	2.88	3.08	0.27	2.53	6.13	4.25	6.29	5.70	6.67	14.27	8.06	4.14	1.87	7.18	5.11	1.51
P0A6E4	Argininosuccinate synthase OS=Escherichia coli (strain K12) GN=argG PE=1 SV=2	argG	35	2674.37	49848.81733	8325	1035	1307	2393	3172	4082	4295	3341	4294	2491	2377	2240	2173	1914	4802	8242	6240	4874	3963	2880	3827	5915	6.89E-01	8.57E-02	1.08E-01	1.98E-01	2.63E-01	3.38E-01	3.56E-01	2.77E-01	3.55E-01	2.06E-01	1.97E-01	1.85E-01	1.80E-01	1.58E-01	3.98E-01	6.82E-01	5.17E-01	4.03E-01	3.28E-01	2.38E-01	3.17E-01	4.90E-01	11.39	2.73	6.74	7.39	7.00	6.81	0.81	8.04	1.97	2.37	3.07	1.97	5.84	8.58	15.44	4.17	5.85	3.08	2.78	5.28	10.08	3.65
P21179	Catalase HPII OS=Escherichia coli (strain K12) GN=katE PE=1 SV=1	katE	35	2211.86	84092.42396	1180	761	616	2061	2429	1822	1863	1150	1603	2315	2779	3141	607	602	1202	616	2033	884	1791	3328	2113	1121	1.65E-01	1.06E-01	8.60E-02	2.88E-01	3.39E-01	2.54E-01	2.60E-01	1.61E-01	2.24E-01	3.23E-01	3.88E-01	4.39E-01	8.48E-02	8.41E-02	1.68E-01	8.61E-02	2.84E-01	1.23E-01	2.50E-01	4.65E-01	2.95E-01	1.57E-01	52.38	6.56	10.60	12.11	7.53	1.02	6.11	12.72	18.80	5.37	4.76	3.22	1.83	4.72	3.95	16.25	8.34	6.79	3.72	5.86	38.53	15.80
P0A6F3	Glycerol kinase OS=Escherichia coli (strain K12) GN=glpK PE=1 SV=2	glpK	35	2432.72	56177.25025	496	13194	24980	527	688	426	27858	612	849	1140	1081	1018	513	537	408	531	420	409	783	414	570	425	4.63E-02	1.23E+00	2.33E+00	4.92E-02	6.42E-02	3.97E-02	2.60E+00	5.71E-02	7.92E-02	1.06E-01	1.01E-01	9.50E-02	4.78E-02	5.01E-02	3.80E-02	4.96E-02	3.92E-02	3.81E-02	7.31E-02	3.87E-02	5.32E-02	3.96E-02	14.52	6.58	15.13	2.49	4.55	5.76	1.26	17.47	2.35	1.37	6.27	1.93	5.23	6.95	64.99	8.71	3.49	16.15	8.65	10.01	28.74	30.64
P0A850	Trigger factor OS=Escherichia coli (strain K12) GN=tig PE=1 SV=1	tig	34	2152.85	48144.85133	24929	56164	34934	11077	15332	15920	18285	14424	14812	12471	9580	7344	7596	6986	17052	19530	15756	21681	17976	11402	18740	21284	1.99E+00	4.49E+00	2.79E+00	8.86E-01	1.23E+00	1.27E+00	1.46E+00	1.15E+00	1.18E+00	9.97E-01	7.66E-01	5.87E-01	6.07E-01	5.59E-01	1.36E+00	1.56E+00	1.26E+00	1.73E+00	1.44E+00	9.12E-01	1.50E+00	1.70E+00	10.03	2.62	5.03	1.44	8.94	3.74	5.96	3.17	5.48	5.36	6.68	7.94	6.72	10.12	15.40	6.81	7.37	12.12	2.95	7.27	11.84	3.67
P0A6T1	Glucose-6-phosphate isomerase OS=Escherichia coli (strain K12) GN=pgi PE=1 SV=1	pgi	34	2068.73	61472.99513	4601	5809	7317	2918	3204	4260	4494	2572	3773	3049	2677	2443	2663	2656	3751	5862	6171	5591	3898	3461	3150	4632	4.70E-01	5.93E-01	7.47E-01	2.98E-01	3.27E-01	4.35E-01	4.59E-01	2.63E-01	3.85E-01	3.11E-01	2.73E-01	2.49E-01	2.72E-01	2.71E-01	3.83E-01	5.98E-01	6.30E-01	5.71E-01	3.98E-01	3.53E-01	3.22E-01	4.73E-01	3.86	1.86	5.18	5.74	0.34	3.90	2.87	8.98	2.12	6.08	5.36	2.36	0.93	11.83	12.16	12.02	3.59	8.58	1.82	1.01	0.86	6.25
P05055	Polyribonucleotide nucleotidyltransferase OS=Escherichia coli (strain K12) GN=pnp PE=1 SV=3	pnp	34	2010.85	77034.97797	3171	6269	4446	2343	3171	3473	3275	2931	4772	4076	3482	3169	1566	1457	1928	2642	2888	3331	3660	2234	3146	4051	4.06E-01	8.02E-01	5.69E-01	3.00E-01	4.06E-01	4.44E-01	4.19E-01	3.75E-01	6.10E-01	5.21E-01	4.45E-01	4.05E-01	2.00E-01	1.86E-01	2.47E-01	3.38E-01	3.69E-01	4.26E-01	4.68E-01	2.86E-01	4.02E-01	5.18E-01	17.44	5.22	16.30	17.03	7.72	9.39	8.54	27.80	5.41	5.04	9.55	6.46	1.25	9.71	18.87	10.16	6.81	5.49	16.26	17.24	18.14	11.90
P0A9M8	Phosphate acetyltransferase OS=Escherichia coli (strain K12) GN=pta PE=1 SV=2	pta	34	2290.93	77105.88254	1148	2679	1874	877	1094	1238	1053	3512	1519	1488	1389	1405	1199	1147	1187	1784	1837	1505	1144	909	1136	1461	1.47E-01	3.43E-01	2.40E-01	1.12E-01	1.40E-01	1.59E-01	1.35E-01	4.50E-01	1.94E-01	1.91E-01	1.78E-01	1.80E-01	1.54E-01	1.47E-01	1.52E-01	2.28E-01	2.35E-01	1.93E-01	1.46E-01	1.16E-01	1.45E-01	1.87E-01	19.39	5.13	14.27	15.76	4.88	2.78	6.97	29.25	8.09	3.35	11.44	3.20	6.17	8.59	13.62	13.84	6.31	8.80	15.77	16.33	12.54	4.55
P0A940	Outer membrane protein assembly factor yaeT OS=Escherichia coli (strain K12) GN=yaeT PE=1 SV=1	bamA	34	2111.5	90478.46722	2029	3023	2921	1167	1708	1794	1891	1962	1452	1349	1183	956	971	812	1942	1900	2178	1848	1687	1255	1562	1898	3.05E-01	4.54E-01	4.39E-01	1.75E-01	2.57E-01	2.70E-01	2.84E-01	2.95E-01	2.18E-01	2.03E-01	1.78E-01	1.44E-01	1.46E-01	1.22E-01	2.92E-01	2.85E-01	3.27E-01	2.78E-01	2.53E-01	1.89E-01	2.35E-01	2.85E-01	6.31	3.86	5.26	4.81	0.95	4.85	2.68	7.44	1.98	1.95	1.10	1.70	5.28	5.44	1.94	3.84	1.75	4.20	0.95	1.05	0.93	3.41
P0AC41	Succinate dehydrogenase flavoprotein subunit OS=Escherichia coli (strain K12) GN=sdhA PE=1 SV=1	sdhA	34	2804.82	64363.08691	2083	8367	6275	6360	4147	4507	3118	4984	6341	5840	5247	4903	696	713	1704	2402	1978	3181	4020	2734	4172	3371	2.23E-01	8.94E-01	6.71E-01	6.80E-01	4.43E-01	4.82E-01	3.33E-01	5.33E-01	6.78E-01	6.24E-01	5.61E-01	5.24E-01	7.44E-02	7.62E-02	1.82E-01	2.57E-01	2.11E-01	3.40E-01	4.30E-01	2.92E-01	4.46E-01	3.60E-01	7.39	0.95	4.01	8.99	4.26	8.23	6.25	7.92	4.22	4.48	7.60	1.86	7.96	10.34	13.50	7.85	3.10	1.37	5.52	9.08	10.30	2.32
P27550	Acetyl-coenzyme A synthetase OS=Escherichia coli (strain K12) GN=acs PE=1 SV=2	acs	33	1996.87	72030.23532	995	2346	4067	6590	11943	7848	3967	5485	7312	14562	14431	14683	3624	4132	1130	1151	1090	1987	10100	9872	9177	2489	1.19E-01	2.81E-01	4.86E-01	7.88E-01	1.43E+00	9.39E-01	4.74E-01	6.56E-01	8.75E-01	1.74E+00	1.73E+00	1.76E+00	4.33E-01	4.94E-01	1.35E-01	1.38E-01	1.30E-01	2.38E-01	1.21E+00	1.18E+00	1.10E+00	2.98E-01	55.45	8.55	2.74	6.81	4.24	5.12	0.96	3.00	9.79	1.34	3.78	3.04	3.23	9.01	24.35	12.19	7.49	11.33	3.81	5.63	20.26	6.24
P23538	Phosphoenolpyruvate synthase OS=Escherichia coli (strain K12) GN=ppsA PE=1 SV=5	ppsA	33	1820.57	87361.60027	1158	2394	2161	2609	3040	1574	1851	4184	1852	2098	1870	1824	1265	1229	1896	1681	2050	1246	1929	1761	3507	607	1.68E-01	3.47E-01	3.13E-01	3.78E-01	4.41E-01	2.28E-01	2.69E-01	6.07E-01	2.69E-01	3.04E-01	2.71E-01	2.65E-01	1.84E-01	1.78E-01	2.75E-01	2.44E-01	2.97E-01	1.81E-01	2.80E-01	2.55E-01	5.09E-01	8.81E-02	1.21	9.42	1.50	7.67	4.14	2.19	2.32	4.46	12.73	3.96	1.33	4.03	9.21	5.76	17.42	6.01	3.30	20.47	2.03	3.37	3.58	2.81
P04079	GMP synthase [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) GN=guaA PE=1 SV=1	guaA	33	2391.7	58623.86483	3870	3818	13840	1392	2089	2535	2318	1640	2373	1473	1107	808	1468	1448	2930	3305	3242	2675	1686	1295	2459	2993	3.77E-01	3.72E-01	1.35E+00	1.36E-01	2.03E-01	2.47E-01	2.26E-01	1.60E-01	2.31E-01	1.43E-01	1.08E-01	7.87E-02	1.43E-01	1.41E-01	2.85E-01	3.22E-01	3.16E-01	2.60E-01	1.64E-01	1.26E-01	2.39E-01	2.91E-01	2.12	1.65	1.68	7.03	3.84	4.51	2.65	5.84	2.26	0.54	2.84	2.97	2.99	20.80	12.81	6.30	3.73	4.82	5.14	6.88	6.50	4.73
P0A9M0	Lon protease OS=Escherichia coli (strain K12) GN=lon PE=1 SV=1	lon	33	2210.84	87364.80487	1139	3411	1726	678	972	1121	1235	1182	1456	1159	877	743	741	826	985	1863	1406	1373	1401	869	1195	1585	1.65E-01	4.95E-01	2.50E-01	9.83E-02	1.41E-01	1.63E-01	1.79E-01	1.72E-01	2.11E-01	1.68E-01	1.27E-01	1.08E-01	1.08E-01	1.20E-01	1.43E-01	2.70E-01	2.04E-01	1.99E-01	2.03E-01	1.26E-01	1.73E-01	2.30E-01	15.49	3.70	13.60	2.42	7.79	2.25	7.12	18.91	10.65	6.54	12.86	7.47	4.58	3.65	18.22	4.92	5.72	3.99	10.41	13.00	6.73	10.83
P22523	Chromosome partition protein mukB OS=Escherichia coli (strain K12) GN=mukB PE=1 SV=2	mukB	33	2059.61	170107.5558	199	463	260	152	175	235	199	212	293	268	266	239	48	44	155	302	210	279	260	165	208	319	5.61E-02	1.31E-01	7.34E-02	4.29E-02	4.95E-02	6.63E-02	5.63E-02	5.98E-02	8.26E-02	7.56E-02	7.51E-02	6.75E-02	1.36E-02	1.24E-02	4.38E-02	8.53E-02	5.92E-02	7.89E-02	7.35E-02	4.65E-02	5.87E-02	9.01E-02	15.93	11.27	15.99	13.57	17.08	2.00	17.78	32.95	9.65	4.26	6.56	2.27	13.47	12.14	20.38	5.75	10.08	8.21	18.93	31.60	21.06	9.17
P0A799	Phosphoglycerate kinase OS=Escherichia coli (strain K12) GN=pgk PE=1 SV=2	pgk	32	2518.51	41074.62371	40039	57863	61210	29802	30847	30790	34333	28150	30930	26962	21336	21372	24266	23448	44601	38747	41230	40867	25203	29926	27811	46061	2.73E+00	3.95E+00	4.17E+00	2.03E+00	2.10E+00	2.10E+00	2.34E+00	1.92E+00	2.11E+00	1.84E+00	1.46E+00	1.46E+00	1.66E+00	1.60E+00	3.04E+00	2.64E+00	2.81E+00	2.79E+00	1.72E+00	2.04E+00	1.90E+00	3.14E+00	9.31	2.35	6.88	2.74	7.20	1.75	6.17	6.11	4.02	7.29	3.89	9.18	4.85	3.94	15.81	15.47	6.74	1.71	7.03	5.27	4.11	6.44
P23843	Periplasmic oligopeptide-binding protein OS=Escherichia coli (strain K12) GN=oppA PE=1 SV=2	oppA	32	1916.49	60842.91364	5755	6684	30286	2957	5504	6786	4991	5510	6618	6163	5482	4274	7917	8660	14097	3358	6756	9196	5278	4291	6485	6056	5.81E-01	6.75E-01	3.06E+00	2.99E-01	5.56E-01	6.86E-01	5.04E-01	5.57E-01	6.69E-01	6.23E-01	5.54E-01	4.32E-01	8.00E-01	8.75E-01	1.42E+00	3.39E-01	6.83E-01	9.29E-01	5.33E-01	4.34E-01	6.55E-01	6.12E-01	37.61	2.39	3.07	11.78	7.27	2.37	2.15	4.83	1.75	1.85	2.12	2.96	7.21	3.82	2.34	14.38	16.53	24.62	8.77	4.02	11.39	4.88
P0A825	Serine hydroxymethyltransferase OS=Escherichia coli (strain K12) GN=glyA PE=1 SV=1	glyA	32	2089.47	45269.96251	24510	10374	14714	9091	13951	16718	14060	15279	13257	9219	6871	5125	9175	8548	24969	19720	24215	21797	16057	12529	16588	21028	1.84E+00	7.80E-01	1.11E+00	6.83E-01	1.05E+00	1.26E+00	1.06E+00	1.15E+00	9.97E-01	6.93E-01	5.16E-01	3.85E-01	6.90E-01	6.43E-01	1.88E+00	1.48E+00	1.82E+00	1.64E+00	1.21E+00	9.42E-01	1.25E+00	1.58E+00	6.65	1.22	4.21	5.89	7.74	9.37	9.44	2.22	2.38	5.95	2.10	4.90	2.94	5.87	7.10	7.84	4.64	5.52	3.33	14.13	10.62	2.63
P08997	Malate synthase A OS=Escherichia coli (strain K12) GN=aceB PE=1 SV=1	aceB	32	2238.64	60217.52759	4393	2422	3345	20350	11574	10897	8308	4700	11474	15539	16882	15952	4146	3429	11216	15460	6073	5058	12726	16308	9008	4842	4.39E-01	2.42E-01	3.35E-01	2.03E+00	1.16E+00	1.09E+00	8.31E-01	4.70E-01	1.15E+00	1.55E+00	1.69E+00	1.60E+00	4.15E-01	3.43E-01	1.12E+00	1.55E+00	6.07E-01	5.06E-01	1.27E+00	1.63E+00	9.01E-01	4.84E-01	49.42	2.32	5.34	3.18	6.24	3.76	5.44	12.29	11.19	2.33	5.05	1.84	1.98	15.01	2.66	13.80	9.24	10.11	4.55	4.54	7.74	8.99
P21513	Ribonuclease E OS=Escherichia coli (strain K12) GN=rne PE=1 SV=6	rne	32	2572.23	118106.8771	848	1624	1296	565	717	998	751	665	1279	1119	939	864	535	655	699	1129	744	894	979	566	664	1111	1.66E-01	3.19E-01	2.54E-01	1.11E-01	1.41E-01	1.96E-01	1.47E-01	1.30E-01	2.51E-01	2.19E-01	1.84E-01	1.70E-01	1.05E-01	1.29E-01	1.37E-01	2.21E-01	1.46E-01	1.75E-01	1.92E-01	1.11E-01	1.30E-01	2.18E-01	19.77	4.26	12.90	26.50	11.57	6.52	13.69	24.38	7.32	2.63	10.09	4.88	0.90	11.94	11.49	24.57	9.07	4.92	17.98	4.63	8.71	9.09
P0A9W3	Uncharacterized ABC transporter ATP-binding protein YjjK OS=Escherichia coli (strain K12) GN=yjjK PE=1 SV=2	yjjK	32	2281.37	62386.25685	2571	4583	4916	1597	2442	2461	2733	2259	2597	1817	1392	1344	1035	1074	1915	3375	1940	2402	2873	1837	2838	3079	2.66E-01	4.75E-01	5.09E-01	1.65E-01	2.53E-01	2.55E-01	2.83E-01	2.34E-01	2.69E-01	1.88E-01	1.44E-01	1.39E-01	1.07E-01	1.11E-01	1.98E-01	3.50E-01	2.01E-01	2.49E-01	2.98E-01	1.90E-01	2.94E-01	3.19E-01	4.18	1.61	8.24	4.00	5.09	2.69	8.43	0.97	2.91	2.52	3.73	10.93	5.13	5.50	5.97	1.49	4.13	7.25	3.55	2.89	5.13	3.40
P0A9A6	Cell division protein ftsZ OS=Escherichia coli (strain K12) GN=ftsZ PE=1 SV=1	ftsZ	32	2379.17	40280.55906	6070	7898	7611	3181	3903	4423	4321	4167	3621	2976	2564	2224	1453	1599	5664	5243	5171	5988	4712	3098	4363	5163	4.06E-01	5.28E-01	5.09E-01	2.13E-01	2.61E-01	2.96E-01	2.89E-01	2.79E-01	2.42E-01	1.99E-01	1.72E-01	1.49E-01	9.72E-02	1.07E-01	3.79E-01	3.51E-01	3.46E-01	4.00E-01	3.15E-01	2.07E-01	2.92E-01	3.45E-01	7.16	4.99	4.74	3.22	4.99	6.13	1.38	7.56	3.67	3.26	3.21	3.87	8.92	7.37	2.85	10.05	2.85	1.34	1.80	7.99	1.99	10.96
P0AES6	DNA gyrase subunit B OS=Escherichia coli (strain K12) GN=gyrB PE=1 SV=2	gyrB	32	2076.1	89875.87852	842	1700	1294	528	620	783	753	697	969	755	661	534	588	547	657	843	879	786	705	475	617	1004	1.26E-01	2.54E-01	1.93E-01	7.88E-02	9.25E-02	1.17E-01	1.12E-01	1.04E-01	1.45E-01	1.13E-01	9.86E-02	7.97E-02	8.77E-02	8.17E-02	9.81E-02	1.26E-01	1.31E-01	1.17E-01	1.05E-01	7.08E-02	9.21E-02	1.50E-01	7.58	2.15	16.06	12.63	8.98	1.01	10.06	12.62	15.23	9.83	14.81	3.02	7.95	5.64	17.64	11.85	3.03	3.65	9.03	9.68	9.32	14.08
P0A8M3	Threonyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=thrS PE=1 SV=1	thrS	32	1942.28	73948.79422	939	1935	1146	646	891	850	947	817	1368	1128	1032	1071	688	608	754	1506	988	1053	834	652	789	1118	1.15E-01	2.38E-01	1.41E-01	7.93E-02	1.09E-01	1.04E-01	1.16E-01	1.00E-01	1.68E-01	1.38E-01	1.27E-01	1.32E-01	8.45E-02	7.47E-02	9.26E-02	1.85E-01	1.21E-01	1.29E-01	1.02E-01	8.01E-02	9.69E-02	1.37E-01	16.00	1.35	1.18	6.79	3.00	3.28	1.35	10.58	4.23	2.48	7.12	2.81	4.95	1.10	14.55	7.52	1.64	6.13	4.68	4.38	6.04	6.13
P00370	NADP-specific glutamate dehydrogenase OS=Escherichia coli (strain K12) GN=gdhA PE=1 SV=1	gdhA	32	1927.2	48532.35541	6343	1137	2401	3650	3100	5056	4152	3776	8053	5862	4032	2559	637	680	4967	2509	5937	5418	4236	2406	3520	6184	5.11E-01	9.16E-02	1.93E-01	2.94E-01	2.50E-01	4.07E-01	3.35E-01	3.04E-01	6.49E-01	4.72E-01	3.25E-01	2.06E-01	5.13E-02	5.48E-02	4.00E-01	2.02E-01	4.78E-01	4.37E-01	3.41E-01	1.94E-01	2.84E-01	4.98E-01	9.27	4.70	12.24	10.10	4.48	7.38	2.18	18.08	7.73	4.96	11.70	2.40	9.60	19.16	19.33	15.50	3.87	5.92	1.48	21.27	11.07	8.33
P33602	NADH-quinone oxidoreductase subunit G OS=Escherichia coli (strain K12) GN=nuoG PE=1 SV=4	nuoG	32	2198.98	100217.9683	934	3781	2271	871	1391	1408	1467	1332	1510	1505	1275	1226	194	175	362	568	770	815	1469	905	1428	1477	1.55E-01	6.29E-01	3.78E-01	1.45E-01	2.32E-01	2.34E-01	2.44E-01	2.22E-01	2.51E-01	2.50E-01	2.12E-01	2.04E-01	3.23E-02	2.91E-02	6.02E-02	9.45E-02	1.28E-01	1.36E-01	2.45E-01	1.51E-01	2.38E-01	2.46E-01	8.04	5.58	17.24	6.98	3.42	11.22	3.41	17.05	2.14	1.27	5.35	6.98	13.98	13.68	18.11	19.16	9.31	15.03	3.20	13.50	11.99	10.13
P0A9B2	Glyceraldehyde-3-phosphate dehydrogenase A OS=Escherichia coli (strain K12) GN=gapA PE=1 SV=2	gapA	31	1793.43	35492.2309	47083	48645	47006	20252	22597	30079	32565	21072	33992	21446	15357	13174	16914	17821	25284	51517	39132	39747	27169	16649	24432	62762	2.77E+00	2.87E+00	2.77E+00	1.19E+00	1.33E+00	1.77E+00	1.92E+00	1.24E+00	2.00E+00	1.26E+00	9.05E-01	7.76E-01	9.97E-01	1.05E+00	1.49E+00	3.04E+00	2.31E+00	2.34E+00	1.60E+00	9.81E-01	1.44E+00	3.70E+00	7.73	3.03	4.24	7.76	3.56	4.27	2.32	3.08	8.12	7.92	3.73	0.31	5.71	10.72	13.83	3.97	5.75	8.06	2.13	13.87	4.57	6.45
P15639	Bifunctional purine biosynthesis protein purH OS=Escherichia coli (strain K12) GN=purH PE=1 SV=1	purH	31	1871.94	57274.98651	2728	891	2708	1138	2134	2129	2376	2584	2258	1276	1010	832	1415	1226	2365	3268	2956	2502	1864	1366	2185	2814	2.59E-01	8.48E-02	2.58E-01	1.08E-01	2.03E-01	2.02E-01	2.26E-01	2.46E-01	2.15E-01	1.21E-01	9.60E-02	7.91E-02	1.35E-01	1.17E-01	2.25E-01	3.11E-01	2.81E-01	2.38E-01	1.77E-01	1.30E-01	2.08E-01	2.68E-01	4.13	0.93	3.83	5.06	6.65	9.71	1.68	3.26	5.78	4.40	4.15	2.40	5.22	3.05	17.72	5.17	6.24	8.24	1.27	9.05	2.96	3.23
